subforum,thread_title,post_subject,post_counter,post_content,post_time,username,user_posts_per_day,user_total_posts,quoted_post,quoted_username,img_urls,embed_urls,other_urls
Travel and Leisure,"Baguio: ""City of Pines""",,337,im planning to go to baguio with 2 friends on the 2nd week of april. san ba magandang magstay for 2 days? a hotel probably na mura lang and malapit sa sm. where is the terminal of victory lines located sa baguio? pls post any tips naman po to make our visit enjoyable. thanks,30-Mar-06,MovieBuff,0.05,253,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,338,im planning to go to baguio with 2 friends on the 2nd week of april. san ba magandang magstay for 2 days? a hotel probably na mura lang and malapit sa sm. where is the terminal of victory lines located sa baguio? pls post any tips naman po to make our visit enjoyable. thanks,30-Mar-06,MovieBuff,0.05,253,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,339,http://travel-to-philippines.blogspot.com/ try mo...baka makatulong...,30-Mar-06,iyah lujille,0.02,89,,,,,http://travel-to-philippines.blogspot.com/
Travel and Leisure,"Baguio: ""City of Pines""",,340,Magkano ang pamasahe from Cubao to Baguio?,31-Mar-06,AbulugAdventure,3.63,"20,709",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,341,360/person with victory liner.,4-Apr-06,chynna8888,0.06,273,Magkano ang pamasahe from Cubao to Baguio?,AbulugAdventure,,,
Travel and Leisure,"Baguio: ""City of Pines""",where to stay in baguio with aircon?,342,"i need to know which hotels does have airconditioning in their units, as I heard from the news earlier na medyo mainit na sa baguio ngayon..hope anyone can answer this, thanks.",5-Apr-06,BingoWingo,0.19,"1,061",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,343,Paano po makapunta sa Maryhurst Seminary? Need directions.,9-Apr-06,Dane,0.03,192,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,344,hotel 45 at hotel veniz ata ang aircon hotels sa baguio...,9-Apr-06,Chimera101,0.14,633,"i need to know which hotels does have airconditioning in their units, as I heard from the news earlier na medyo mainit na sa baguio ngayon..hope anyone can answer this, thanks.",BingoWingo,,,
Travel and Leisure,"Baguio: ""City of Pines""",,345,"Magkano naman pag HINDI Victory Liner? Mahal ang VL, e. Balikan lang halos ang trip ko this week. I need to save money. Magkano pag Dagupan Bus or Partas? or Genesis?",11-Apr-06,AbulugAdventure,3.63,"20,709",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,346,"Kung gusto niyo palang medyo creepy, pero authentic, Burnham Hotel sa may Calderon. May Wi-Fi pa hehehe. At mura din relatively. Nasa around 300+ na lang Victory Liner di ba?",11-Apr-06,uchiha.itachix,0,22,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,347,Very accomodating ang may ari at napakalinis pa ng house ... may hot water din ... malapit lang sa SM ... ndi kayo magsisi for sure ... Remy and Fred Lim 130 Sta. Scholastica Village Baguio City 10 minutes away lang from SM 0919-2167779 074-4446945 Just tell them Kay referred you ...,12-Apr-06,Sweetkay,3.41,"21,452",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,348,uchiha: It's actually almost 400. Masyadong mahal.,12-Apr-06,AbulugAdventure,3.63,"20,709",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,349,"Hi..i just wanna ask how long is a trip to Baguio..let's say, you're leaving at 7:00am via Victory, what time will you arrived at Baguio? thanks...",13-Apr-06,ar!ene,0.29,"1,435",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,350,^usually will take you 5 -6 Hours of travel,13-Apr-06,floreno,1.63,"10,414",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,351,"Guys, update lang sa price ng Blue Mountain, P700/day na siya. Lahat ba ng transient per day, wala po bang pwedeng overnight stay? Overnight lang kasi kami ng bf ko... We'll leave at 11pm ng friday para we'll be there ng madaling araw... they allow naman early morning check in diba? I found this website that has the rates of the hotels. Ang dami pa pala hotel sa Baguio. I'm considering the ff: 1) Rajah Soliman 2) Pines City Pension Inn 3) Forest Inn 4) Corfu Village 5) Nova Lodge 6) Mile Hi Inn May nagstay na ba from any of the hotels I mentioned? Feedbacks please... Okay yung website kasi yung mga rates pang overnight stay talaga... http://baguiohotel.com",14-Apr-06,cheaca,0.12,568,,,,,http://baguiohotel.com
Travel and Leisure,"Baguio: ""City of Pines""",,352,"hmmmmm sa Php 700/day good deal na yun considering summer months peak season sa baguio they usually charge Php1000 up sa one day stay, i'm not sure kung meron pa rin nag charge ng overnight rate unless na may motels dun, by the way i suggest you guys stay there longer at least 2 days para sulit naman travel nyo ng 7 hours going to baguio parang mas mahaba pa byahe nyo kesa stay nyo sa baguio na overnight, do the math: travel time manila to baguio and back : approx 14 hrs, overnight stay: approx 12 hrs?",15-Apr-06,popkern,0.05,299,"Guys, update lang sa price ng Blue Mountain, P700/day na siya. Lahat ba ng transient per day, wala po bang pwedeng overnight stay? Overnight lang kasi kami ng bf ko... We'll leave at 11pm ng friday para we'll be there ng madaling araw... they allow naman early morning check in diba? I found this website that has the rates of the hotels. Ang dami pa pala hotel sa Baguio. I'm considering the ff: 1) Rajah Soliman 2) Pines City Pension Inn 3) Forest Inn 4) Corfu Village 5) Nova Lodge 6) Mile Hi Inn May nagstay na ba from any of the hotels I mentioned? Feedbacks please... Okay yung website kasi yung mga rates pang overnight stay talaga... http://baguiohotel.com",cheaca,,,
Travel and Leisure,"Baguio: ""City of Pines""",,353,"I'll follow your advice popkern. I have a question lang, can you guys recommend other buses that go to Baguio aside from Victory Liner and Dagupan? I already called up Dagupan Bus and the fare is P340 (one way) last trip is at 11:30pm, aircon din and they have trips every hour ata. They only have one stopover which is in Tarlac. Sa Cubao yung bus station nila... Has anybody here tried going to Baguio via Dagupan Bus? thanks heaps...",15-Apr-06,cheaca,0.12,568,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,354,"hi cheaca, me again, try checking out baliuag and saulog bus lines i saw these bus liners when i last went up sa baguio dont know nga lang how much, ok na victory liner, suggest ko lang befoe you go up you have your reservations na for your place to stay kasi pag baba nyo ng bus station maraming taxi drivers ang mag offer sa inyo a place to stay and mahal ang rates nun kasi may commission sila sa mga hotel owners eh, kaya i suggest you contact the hotel you chose directly and ask for discount who knows sa galing mo mag bargain bigyan kayo ng ok na rates.",15-Apr-06,popkern,0.05,299,"I'll follow your advice popkern. I have a question lang, can you guys recommend other buses that go to Baguio aside from Victory Liner and Dagupan? I already called up Dagupan Bus and the fare is P340 (one way) last trip is at 11:30pm, aircon din and they have trips every hour ata. They only have one stopover which is in Tarlac. Sa Cubao yung bus station nila... Has anybody here tried going to Baguio via Dagupan Bus? thanks heaps...",cheaca,,,
Travel and Leisure,"Baguio: ""City of Pines""",,355,"I've narrowed down my list: 1) Forest Inn Location: Legarda Road Price: P600/overnight, good for two (no cable tv) check-in: anytime check-out: 1pm 2) Hotel 45 Location: Session Road Price: 800/overnight, good for two (w/bed and tv) check-in: anytime check-out: 1pm I can't decide on which to choose kasi Forest Inn is lower than Hotel 45 by P200, sayang pa din yung P200 pero proximity wise, panalo ata Hotel 45 kasi nasa Session Road na siya mismo and parang masmalapit sa lahat. What do you guys think? Safe din ba magstay sa mga hotels along Session Road kasi sabi nila madami daw magnanakaw don? Please help po... Thanks ng madami.",16-Apr-06,cheaca,0.12,568,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,356,"me again hehe, session road is crowded nowadays compared before, and yes there have been stories of mga snatchers roaming around not just in session road but also around the downtown area, and if you will notice buildings there are quite old na swerte na lang if the place you inquired are recently renovated, i suggest you can look for places to stay away from the downtown area para you can still feel and smell the clean air of baguio if you will add just a few hundred pesos in exchange for convenience and security, and there's no problem commuting around baguio almost all jeepeneys will go to downtown area, you might want to check out this hotel i just browsed mukang ok rates nila haven't been there though http://www.woodsplacebaguio.tk/",16-Apr-06,popkern,0.05,299,"I've narrowed down my list: 1) Forest Inn Location: Legarda Road Price: P600/overnight, good for two (no cable tv) check-in: anytime check-out: 1pm 2) Hotel 45 Location: Session Road Price: 800/overnight, good for two (w/bed and tv) check-in: anytime check-out: 1pm I can't decide on which to choose kasi Forest Inn is lower than Hotel 45 by P200, sayang pa din yung P200 pero proximity wise, panalo ata Hotel 45 kasi nasa Session Road na siya mismo and parang masmalapit sa lahat. What do you guys think? Safe din ba magstay sa mga hotels along Session Road kasi sabi nila madami daw magnanakaw don? Please help po... Thanks ng madami.",cheaca,,,http://www.woodsplacebaguio.tk/
Travel and Leisure,"Baguio: ""City of Pines""",,357,"Baguio is really congested na talaga. Ang hindi masyadong mataong lugar eh yung bandang North Drive, Leonard Wood, Teachers Camp. Elsewhere, very congested na talaga. Hindi lang by lowlanders pati na ng mga foreign students lalo na mga Koreano. Kahit saan makikita mo sila, sa jeep, sa bus, sa Chowking, sa Mcdo, sa SM, sa Greenwich. Sa Jolibee lang ata ako di nakakakita pa ng Koreano.",17-Apr-06,muddpie,0.01,56,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,358,"Thanks popkern, you're really helping me a lot. siguro, I'll just reserve at Forest Inn. They don't have a picture of Hotel 45 at the website kaso lang they have this part where it says newly renovated rooms. What are the streets at the downtown area?",17-Apr-06,cheaca,0.12,568,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,359,no problem cheaca have a safe and fun trip!,17-Apr-06,popkern,0.05,299,"Thanks popkern, you're really helping me a lot. siguro, I'll just reserve at Forest Inn. They don't have a picture of Hotel 45 at the website kaso lang they have this part where it says newly renovated rooms. What are the streets at the downtown area?",cheaca,,,
Travel and Leisure,"Baguio: ""City of Pines""",comments on Baguio Palace Hotel,360,"Just came from Baguio, and I'd like to give some comments about Baguio Palace Hotel. Advantages: 1. relatively cheap @ 1,500 / night for a standard room 2. the street where it's at (Legarda Road) is not congested at all, unlike the ones around Burnham Park 3. lots of good restaurants nearby, best of which is Matutina's (best sisig, bangus belly and roasted hito that i've ever tried!) Disadvantages: 1. when you rotate the hot or the cold shower knob, the temperature of the water doesn't react instantaneuosly (it takes 2-3 seconds to do so ) 2. the desk attendant tried to charge us 500 pesos more when we checked out (not gonna be problem if you clarify the cost upon check-in). Other inputs: 1. You need to have a reservation before going to Baguio because this hotel can get full easily (We made our reservation 2 weeks ahead).",23-Apr-06,speQter,0.09,543,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,361,"Guys please help! Do you know any house for rent there kahit 2 rooms lang..... Punta kase kme ng baguio sa mid May, bale 4 kame lahat... yung mura lang but cool! Thanks!",25-Apr-06,Boo1607,2.75,"12,199",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,362,Summer Place Hotel Baguio has anyone stayed here? Is it good?,25-Apr-06,ExtraCT,0.19,806,,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,363,feel so rotten today. i may probably be spending the weekend alone in Baguio.,6-May-06,mauve_2002,0.63,"3,607",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,364,feel so rotten today. i may probably be spending the weekend alone in Baguio.,6-May-06,mauve_2002,0.63,"3,607",,,,,
Travel and Leisure,"Baguio: ""City of Pines""",,365,"I have a feeling I'll be booking a room at Starwood (again). It's a one star hotel, but it's better than the rest of the rooms at Kisad. Venus Parkview looks AMAZING from the lobby - wait til you get to the rooms.",16-May-06,faaip_de_oiad,3.24,"18,579",,,,,
